Spot Integral Intensity File
Grid: 36 by 6, spot diameter 1.100, spot style round
XQN, YQN, XSN, YSN, Attr, UID, Descr, Data Area, Bkg Area, (N of Saturated Pixels, Spot Integral Intensity, Spot Background Integral Intensity) x M
1, 1, 1, 1, 0, NA, NA, 1910, 2479, 0, 1.691e+007, 0.000e+000
1, 1, 2, 1, 0, NA, NA, 1910, 2479, 0, 1.805e+007, 0.000e+000
1, 1, 3, 1, 0, NA, NA, 1910, 2479, 0, 1.863e+007, 0.000e+000
1, 1, 4, 1, 0, NA, NA, 1910, 2479, 0, 1.883e+007, 0.000e+000
1, 1, 5, 1, 0, NA, NA, 1910, 2479, 0, 1.607e+007, 0.000e+000
1, 1, 6, 1, 0, NA, NA, 1910, 2479, 0, 1.391e+007, 0.000e+000
1, 1, 7, 1, 0, NA, NA, 1910, 2479, 0, 1.569e+007, 0.000e+000
1, 1, 8, 1, 0, NA, NA, 1910, 2479, 0, 1.685e+007, 0.000e+000
1, 1, 9, 1, 0, NA, NA, 1910, 2479, 0, 1.781e+007, 0.000e+000
1, 1, 10, 1, 0, NA, NA, 1910, 2479, 0, 2.863e+006, 0.000e+000
1, 1, 11, 1, 0, NA, NA, 1910, 2479, 0, 2.656e+006, 0.000e+000
1, 1, 12, 1, 0, NA, NA, 1910, 2479, 0, 1.856e+006, 0.000e+000
1, 1, 13, 1, 0, NA, NA, 1910, 2479, 0, 1.729e+006, 0.000e+000
1, 1, 14, 1, 0, NA, NA, 1910, 2479, 0, 1.655e+006, 0.000e+000
1, 1, 15, 1, 0, NA, NA, 1910, 2479, 0, 1.950e+006, 0.000e+000
1, 1, 16, 1, 0, NA, NA, 1910, 2479, 0, 1.946e+006, 0.000e+000
1, 1, 17, 1, 0, NA, NA, 1910, 2479, 0, 2.007e+006, 0.000e+000
1, 1, 18, 1, 0, NA, NA, 1910, 2479, 0, 2.048e+006, 0.000e+000
1, 1, 19, 1, 0, NA, NA, 1910, 2479, 0, 4.975e+007, 1.342e+004
1, 1, 20, 1, 0, NA, NA, 1910, 2479, 0, 4.727e+007, 1.384e+004
1, 1, 21, 1, 0, NA, NA, 1910, 2479, 0, 4.711e+007, 1.780e+002
1, 1, 22, 1, 0, NA, NA, 1910, 2479, 0, 5.029e+007, 8.531e+004
1, 1, 23, 1, 0, NA, NA, 1910, 2479, 0, 5.334e+007, 1.097e+005
1, 1, 24, 1, 0, NA, NA, 1910, 2479, 0, 5.378e+007, 2.431e+005
1, 1, 25, 1, 0, NA, NA, 1910, 2479, 0, 5.574e+007, 1.055e+005
1, 1, 26, 1, 0, NA, NA, 1910, 2479, 0, 5.531e+007, 1.634e+005
1, 1, 27, 1, 0, NA, NA, 1910, 2479, 0, 5.874e+007, 1.041e+005
1, 1, 28, 1, 0, NA, NA, 1910, 2479, 0, 2.837e+004, 0.000e+000
1, 1, 29, 1, 0, NA, NA, 1910, 2479, 0, 1.482e+005, 4.174e+003
1, 1, 30, 1, 0, NA, NA, 1910, 2479, 0, 6.297e+004, 0.000e+000
1, 1, 31, 1, 0, NA, NA, 1910, 2479, 0, 7.340e+004, 0.000e+000
1, 1, 32, 1, 0, NA, NA, 1910, 2479, 0, 9.412e+004, 0.000e+000
1, 1, 33, 1, 0, NA, NA, 1910, 2479, 0, 8.020e+004, 0.000e+000
1, 1, 34, 1, 0, NA, NA, 1910, 2479, 0, 3.149e+003, 0.000e+000
1, 1, 35, 1, 0, NA, NA, 1910, 2479, 0, 2.133e+003, 0.000e+000
1, 1, 36, 1, 0, NA, NA, 1910, 2479, 0, 7.830e+003, 0.000e+000
1, 1, 1, 2, 0, NA, NA, 1910, 2479, 0, 2.226e+006, 0.000e+000
