Spot Integral Intensity File
Grid: 36 by 6, spot diameter 1.300, spot style round
XQN, YQN, XSN, YSN, Attr, UID, Descr, Data Area, Bkg Area, (N of Saturated Pixels, Spot Integral Intensity, Spot Background Integral Intensity) x M
1, 1, 23, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 24, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 25, 4, 0, NA, NA, 2760, 1187, 0, 5.534e+005, 0.000e+000
1, 1, 26, 4, 0, NA, NA, 2760, 1187, 0, 4.965e+005, 0.000e+000
1, 1, 27, 4, 0, NA, NA, 2760, 1187, 0, 7.394e+005, 0.000e+000
1, 1, 28, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 29, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 30, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 31, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 32, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 33, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 34, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 35, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 36, 4, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 1, 5, 0, NA, NA, 2760, 1187, 0, 1.560e+004, 0.000e+000
1, 1, 2, 5, 0, NA, NA, 2760, 1187, 0, 4.650e+003, 0.000e+000
1, 1, 3, 5, 0, NA, NA, 2760, 1187, 0, 2.869e+003, 0.000e+000
1, 1, 4, 5, 0, NA, NA, 2760, 1187, 0, 9.100e+001, 0.000e+000
1, 1, 5, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 6, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 7, 5, 0, NA, NA, 2760, 1187, 0, 3.662e+004, 0.000e+000
1, 1, 8, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 1.350e+002
1, 1, 9, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 10, 5, 0, NA, NA, 2760, 1187, 0, 5.877e+004, 0.000e+000
1, 1, 11, 5, 0, NA, NA, 2760, 1187, 0, 3.919e+004, 0.000e+000
1, 1, 12, 5, 0, NA, NA, 2760, 1187, 0, 2.948e+004, 0.000e+000
1, 1, 13, 5, 0, NA, NA, 2760, 1187, 0, 4.242e+003, 0.000e+000
1, 1, 14, 5, 0, NA, NA, 2760, 1187, 0, 8.530e+002, 0.000e+000
