Spot Integral Intensity File
Grid: 36 by 6, spot diameter 1.000, spot style round
XQN, YQN, XSN, YSN, Attr, UID, Descr, Data Area, Bkg Area, (N of Saturated Pixels, Spot Integral Intensity, Spot Background Integral Intensity) x M
1, 1, 32, 2, 0, NA, NA, 1606, 0, 0, 1.207e+003, 0.000e+000
1, 1, 33, 2, 0, NA, NA, 1606, 0, 0, 8.329e+003, 0.000e+000
1, 1, 34, 2, 0, NA, NA, 1606, 0, 0, 3.305e+004, 0.000e+000
1, 1, 35, 2, 0, NA, NA, 1606, 0, 0, 6.544e+004, 0.000e+000
1, 1, 36, 2, 0, NA, NA, 1606, 0, 0, 2.407e+005, 0.000e+000
1, 1, 1, 3, 0, NA, NA, 1606, 0, 0, 2.082e+006, 0.000e+000
1, 1, 2, 3, 0, NA, NA, 1606, 0, 0, 1.283e+006, 0.000e+000
1, 1, 3, 3, 0, NA, NA, 1606, 0, 0, 7.200e+005, 0.000e+000
1, 1, 4, 3, 0, NA, NA, 1606, 0, 0, 4.305e+005, 0.000e+000
1, 1, 5, 3, 0, NA, NA, 1606, 0, 0, 2.596e+005, 0.000e+000
1, 1, 6, 3, 0, NA, NA, 1606, 0, 0, 7.011e+004, 0.000e+000
1, 1, 7, 3, 0, NA, NA, 1606, 0, 0, 2.263e+004, 0.000e+000
1, 1, 8, 3, 0, NA, NA, 1606, 0, 0, 3.015e+004, 0.000e+000
1, 1, 9, 3, 0, NA, NA, 1606, 0, 0, 3.635e+004, 0.000e+000
1, 1, 10, 3, 0, NA, NA, 1606, 0, 0, 3.573e+004, 0.000e+000
1, 1, 11, 3, 0, NA, NA, 1606, 0, 0, 2.486e+004, 0.000e+000
1, 1, 12, 3, 0, NA, NA, 1606, 0, 0, 9.840e+003, 0.000e+000
1, 1, 13, 3, 0, NA, NA, 1606, 0, 0, 8.440e+002, 0.000e+000
1, 1, 14, 3, 0, NA, NA, 1606, 0, 0, 0.000e+000, 0.000e+000
1, 1, 15, 3, 0, NA, NA, 1606, 0, 0, 3.300e+001, 0.000e+000
1, 1, 16, 3, 0, NA, NA, 1606, 0, 0, 1.040e+002, 0.000e+000
1, 1, 17, 3, 0, NA, NA, 1606, 0, 0, 1.970e+002, 0.000e+000
1, 1, 18, 3, 0, NA, NA, 1606, 0, 0, 7.620e+002, 0.000e+000
1, 1, 19, 3, 0, NA, NA, 1606, 0, 0, 6.579e+005, 0.000e+000
1, 1, 20, 3, 0, NA, NA, 1606, 0, 0, 7.140e+005, 0.000e+000
1, 1, 21, 3, 0, NA, NA, 1606, 0, 0, 7.424e+005, 0.000e+000
1, 1, 22, 3, 0, NA, NA, 1606, 0, 0, 1.177e+006, 0.000e+000
1, 1, 23, 3, 0, NA, NA, 1606, 0, 0, 1.549e+006, 0.000e+000
1, 1, 24, 3, 0, NA, NA, 1606, 0, 0, 1.657e+006, 0.000e+000
1, 1, 25, 3, 0, NA, NA, 1606, 0, 0, 4.011e+006, 0.000e+000
1, 1, 26, 3, 0, NA, NA, 1606, 0, 0, 3.486e+006, 0.000e+000
1, 1, 27, 3, 0, NA, NA, 1606, 0, 0, 2.935e+006, 0.000e+000
1, 1, 28, 3, 0, NA, NA, 1606, 0, 0, 2.006e+004, 0.000e+000
1, 1, 29, 3, 0, NA, NA, 1606, 0, 0, 5.029e+004, 0.000e+000
1, 1, 30, 3, 0, NA, NA, 1606, 0, 0, 7.715e+004, 0.000e+000
1, 1, 31, 3, 0, NA, NA, 1606, 0, 0, 7.810e+002, 0.000e+000
1, 1, 32, 3, 0, NA, NA, 1606, 0, 0, 1.437e+003, 0.000e+000
1, 1, 33, 3, 0, NA, NA, 1606, 0, 0, 1.631e+003, 0.000e+000
1, 1, 34, 3, 0, NA, NA, 1606, 0, 0, 2.406e+005, 0.000e+000
1, 1, 35, 3, 0, NA, NA, 1606, 0, 0, 2.035e+005, 0.000e+000
1, 1, 36, 3, 0, NA, NA, 1606, 0, 0, 2.438e+005, 0.000e+000
1, 1, 1, 4, 0, NA, NA, 1606, 0, 0, 1.216e+007, 0.000e+000
1, 1, 2, 4, 0, NA, NA, 1606, 0, 0, 1.130e+007, 0.000e+000
1, 1, 3, 4, 0, NA, NA, 1606, 0, 0, 9.800e+006, 0.000e+000
1, 1, 4, 4, 0, NA, NA, 1606, 0, 0, 1.034e+007, 0.000e+000
1, 1, 5, 4, 0, NA, NA, 1606, 0, 0, 9.348e+006, 0.000e+000
1, 1, 6, 4, 0, NA, NA, 1606, 0, 0, 8.768e+006, 0.000e+000
1, 1, 7, 4, 0, NA, NA, 1606, 0, 0, 9.649e+006, 0.000e+000
1, 1, 8, 4, 0, NA, NA, 1606, 0, 0, 9.417e+006, 0.000e+000
1, 1, 9, 4, 0, NA, NA, 1606, 0, 0, 9.626e+006, 0.000e+000
1, 1, 10, 4, 0, NA, NA, 1606, 0, 0, 4.074e+006, 0.000e+000
1, 1, 11, 4, 0, NA, NA, 1606, 0, 0, 3.046e+006, 0.000e+000
1, 1, 12, 4, 0, NA, NA, 1606, 0, 0, 2.820e+006, 0.000e+000
1, 1, 13, 4, 0, NA, NA, 1606, 0, 0, 2.934e+006, 0.000e+000
1, 1, 14, 4, 0, NA, NA, 1606, 0, 0, 4.221e+006, 0.000e+000
1, 1, 15, 4, 0, NA, NA, 1606, 0, 0, 3.114e+006, 0.000e+000
1, 1, 16, 4, 0, NA, NA, 1606, 0, 0, 3.177e+006, 0.000e+000
1, 1, 17, 4, 0, NA, NA, 1606, 0, 0, 2.949e+006, 0.000e+000
1, 1, 18, 4, 0, NA, NA, 1606, 0, 0, 2.867e+006, 0.000e+000
1, 1, 19, 4, 0, NA, NA, 1606, 0, 0, 1.606e+007, 0.000e+000
1, 1, 20, 4, 0, NA, NA, 1606, 0, 0, 1.647e+007, 0.000e+000
1, 1, 21, 4, 0, NA, NA, 1606, 0, 0, 1.613e+007, 0.000e+000
1, 1, 22, 4, 0, NA, NA, 1606, 0, 0, 1.687e+007, 0.000e+000
1, 1, 23, 4, 0, NA, NA, 1606, 0, 0, 1.915e+007, 0.000e+000
1, 1, 24, 4, 0, NA, NA, 1606, 0, 0, 1.895e+007, 0.000e+000
1, 1, 25, 4, 0, NA, NA, 1606, 0, 0, 1.841e+007, 0.000e+000
1, 1, 26, 4, 0, NA, NA, 1606, 0, 0, 1.625e+007, 0.000e+000
1, 1, 27, 4, 0, NA, NA, 1606, 0, 0, 1.634e+007, 0.000e+000
1, 1, 28, 4, 0, NA, NA, 1606, 0, 0, 1.029e+007, 0.000e+000
1, 1, 29, 4, 0, NA, NA, 1606, 0, 0, 1.116e+007, 0.000e+000
1, 1, 30, 4, 0, NA, NA, 1606, 0, 0, 1.192e+007, 0.000e+000
1, 1, 31, 4, 0, NA, NA, 1606, 0, 0, 1.200e+007, 0.000e+000
1, 1, 32, 4, 0, NA, NA, 1606, 0, 0, 1.211e+007, 0.000e+000
1, 1, 33, 4, 0, NA, NA, 1606, 0, 0, 1.220e+007, 0.000e+000
1, 1, 34, 4, 0, NA, NA, 1606, 0, 0, 7.674e+006, 0.000e+000
1, 1, 35, 4, 0, NA, NA, 1606, 0, 0, 1.393e+007, 0.000e+000
1, 1, 36, 4, 0, NA, NA, 1606, 0, 0, 1.293e+007, 0.000e+000
1, 1, 1, 5, 0, NA, NA, 1606, 0, 0, 4.643e+006, 0.000e+000
1, 1, 2, 5, 0, NA, NA, 1606, 0, 0, 3.884e+006, 0.000e+000
1, 1, 3, 5, 0, NA, NA, 1606, 0, 0, 3.803e+006, 0.000e+000
1, 1, 4, 5, 0, NA, NA, 1606, 0, 0, 2.596e+006, 0.000e+000
1, 1, 5, 5, 0, NA, NA, 1606, 0, 0, 2.086e+006, 0.000e+000
1, 1, 6, 5, 0, NA, NA, 1606, 0, 0, 2.243e+006, 0.000e+000
1, 1, 7, 5, 0, NA, NA, 1606, 0, 0, 2.711e+006, 0.000e+000
1, 1, 8, 5, 0, NA, NA, 1606, 0, 0, 2.978e+006, 0.000e+000
1, 1, 9, 5, 0, NA, NA, 1606, 0, 0, 3.480e+006, 0.000e+000
1, 1, 10, 5, 0, NA, NA, 1606, 0, 0, 1.104e+006, 0.000e+000
1, 1, 11, 5, 0, NA, NA, 1606, 0, 0, 9.759e+005, 0.000e+000
1, 1, 12, 5, 0, NA, NA, 1606, 0, 0, 7.316e+005, 0.000e+000
1, 1, 13, 5, 0, NA, NA, 1606, 0, 0, 2.936e+005, 0.000e+000
1, 1, 14, 5, 0, NA, NA, 1606, 0, 0, 2.071e+005, 0.000e+000
1, 1, 15, 5, 0, NA, NA, 1606, 0, 0, 1.721e+005, 0.000e+000
1, 1, 16, 5, 0, NA, NA, 1606, 0, 0, 2.935e+005, 0.000e+000
1, 1, 17, 5, 0, NA, NA, 1606, 0, 0, 3.347e+005, 0.000e+000
1, 1, 18, 5, 0, NA, NA, 1606, 0, 0, 3.043e+005, 0.000e+000
1, 1, 19, 5, 0, NA, NA, 1606, 0, 0, 1.158e+007, 0.000e+000
1, 1, 20, 5, 0, NA, NA, 1606, 0, 0, 1.120e+007, 0.000e+000
1, 1, 21, 5, 0, NA, NA, 1606, 0, 0, 1.075e+007, 0.000e+000
1, 1, 22, 5, 0, NA, NA, 1606, 0, 0, 1.169e+007, 0.000e+000
1, 1, 23, 5, 0, NA, NA, 1606, 0, 0, 1.263e+007, 0.000e+000
1, 1, 24, 5, 0, NA, NA, 1606, 0, 0, 1.172e+007, 0.000e+000
1, 1, 25, 5, 0, NA, NA, 1606, 0, 0, 1.267e+007, 0.000e+000
1, 1, 26, 5, 0, NA, NA, 1606, 0, 0, 1.225e+007, 0.000e+000
1, 1, 27, 5, 0, NA, NA, 1606, 0, 0, 1.207e+007, 0.000e+000
1, 1, 28, 5, 0, NA, NA, 1606, 0, 0, 1.385e+006, 0.000e+000
1, 1, 29, 5, 0, NA, NA, 1606, 0, 0, 1.982e+006, 0.000e+000
1, 1, 30, 5, 0, NA, NA, 1606, 0, 0, 2.379e+006, 0.000e+000
1, 1, 31, 5, 0, NA, NA, 1606, 0, 0, 1.887e+006, 0.000e+000
1, 1, 32, 5, 0, NA, NA, 1606, 0, 0, 1.641e+006, 0.000e+000
1, 1, 33, 5, 0, NA, NA, 1606, 0, 0, 1.606e+006, 0.000e+000
1, 1, 34, 5, 0, NA, NA, 1606, 0, 0, 1.404e+006, 0.000e+000
1, 1, 35, 5, 0, NA, NA, 1606, 0, 0, 9.248e+005, 0.000e+000
1, 1, 36, 5, 0, NA, NA, 1606, 0, 0, 7.543e+005, 0.000e+000
1, 1, 1, 6, 0, NA, NA, 1606, 0, 0, 1.437e+006, 0.000e+000
1, 1, 2, 6, 0, NA, NA, 1606, 0, 0, 1.102e+006, 0.000e+000
1, 1, 3, 6, 0, NA, NA, 1606, 0, 0, 9.339e+005, 0.000e+000
1, 1, 4, 6, 0, NA, NA, 1606, 0, 0, 7.504e+005, 0.000e+000
1, 1, 5, 6, 0, NA, NA, 1606, 0, 0, 4.844e+005, 0.000e+000
1, 1, 6, 6, 0, NA, NA, 1606, 0, 0, 4.434e+005, 0.000e+000
1, 1, 7, 6, 0, NA, NA, 1606, 0, 0, 3.293e+005, 0.000e+000
1, 1, 8, 6, 0, NA, NA, 1606, 0, 0, 3.749e+005, 0.000e+000
1, 1, 9, 6, 0, NA, NA, 1606, 0, 0, 6.520e+005, 0.000e+000
1, 1, 10, 6, 0, NA, NA, 1606, 0, 0, 3.401e+005, 0.000e+000
1, 1, 11, 6, 0, NA, NA, 1606, 0, 0, 2.564e+005, 0.000e+000
1, 1, 12, 6, 0, NA, NA, 1606, 0, 0, 2.350e+005, 0.000e+000
1, 1, 13, 6, 0, NA, NA, 1606, 0, 0, 9.239e+004, 0.000e+000
1, 1, 14, 6, 0, NA, NA, 1606, 0, 0, 3.903e+004, 0.000e+000
1, 1, 15, 6, 0, NA, NA, 1606, 0, 0, 3.800e+004, 0.000e+000
1, 1, 16, 6, 0, NA, NA, 1606, 0, 0, 5.804e+004, 0.000e+000
1, 1, 17, 6, 0, NA, NA, 1606, 0, 0, 6.838e+004, 0.000e+000
