Spot Integral Intensity File
Grid: 36 by 6, spot diameter 1.100, spot style round
XQN, YQN, XSN, YSN, Attr, UID, Descr, Data Area, Bkg Area, (N of Saturated Pixels, Spot Integral Intensity, Spot Background Integral Intensity) x M
1, 1, 1, 1, 0, NA, NA, 1910, 2339, 0, 4.880e+007, 0.000e+000
1, 1, 2, 1, 0, NA, NA, 1910, 2339, 0, 4.852e+007, 6.120e+002
1, 1, 3, 1, 0, NA, NA, 1910, 2339, 0, 4.608e+007, 0.000e+000
1, 1, 4, 1, 0, NA, NA, 1910, 2339, 0, 4.246e+007, 0.000e+000
1, 1, 5, 1, 0, NA, NA, 1910, 2339, 0, 4.454e+007, 0.000e+000
1, 1, 6, 1, 0, NA, NA, 1910, 2339, 0, 4.461e+007, 8.921e+003
1, 1, 7, 1, 0, NA, NA, 1910, 2339, 0, 4.499e+007, 0.000e+000
1, 1, 8, 1, 0, NA, NA, 1910, 2339, 0, 4.650e+007, 0.000e+000
1, 1, 9, 1, 0, NA, NA, 1910, 2339, 0, 4.663e+007, 0.000e+000
1, 1, 10, 1, 0, NA, NA, 1910, 2339, 0, 3.660e+007, 0.000e+000
1, 1, 11, 1, 0, NA, NA, 1910, 2339, 0, 3.599e+007, 0.000e+000
1, 1, 12, 1, 0, NA, NA, 1910, 2339, 0, 3.555e+007, 0.000e+000
1, 1, 13, 1, 0, NA, NA, 1910, 2339, 0, 3.464e+007, 0.000e+000
1, 1, 14, 1, 0, NA, NA, 1910, 2339, 0, 3.390e+007, 0.000e+000
1, 1, 15, 1, 0, NA, NA, 1910, 2339, 0, 3.516e+007, 0.000e+000
1, 1, 16, 1, 0, NA, NA, 1910, 2339, 0, 3.572e+007, 0.000e+000
1, 1, 17, 1, 0, NA, NA, 1910, 2339, 0, 3.538e+007, 0.000e+000
1, 1, 18, 1, 0, NA, NA, 1910, 2339, 0, 3.559e+007, 0.000e+000
1, 1, 19, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 20, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 21, 1, 0, NA, NA, 1910, 2339, 0, 7.080e+002, 0.000e+000
1, 1, 22, 1, 0, NA, NA, 1910, 2339, 0, 2.307e+004, 1.450e+002
1, 1, 23, 1, 0, NA, NA, 1910, 2339, 0, 3.258e+003, 0.000e+000
1, 1, 24, 1, 0, NA, NA, 1910, 2339, 0, 3.900e+001, 0.000e+000
1, 1, 25, 1, 0, NA, NA, 1910, 2339, 0, 9.275e+003, 0.000e+000
1, 1, 26, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 27, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 28, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 29, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 30, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 31, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 32, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 33, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 34, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 35, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 36, 1, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 1, 2, 0, NA, NA, 1910, 2339, 0, 3.190e+007, 1.332e+005
1, 1, 2, 2, 0, NA, NA, 1910, 2339, 0, 3.263e+007, 6.664e+004
1, 1, 3, 2, 0, NA, NA, 1910, 2339, 0, 2.998e+007, 1.587e+004
1, 1, 4, 2, 0, NA, NA, 1910, 2339, 0, 2.709e+007, 3.199e+004
1, 1, 5, 2, 0, NA, NA, 1910, 2339, 0, 2.573e+007, 3.683e+005
1, 1, 6, 2, 0, NA, NA, 1910, 2339, 0, 2.500e+007, 0.000e+000
1, 1, 7, 2, 0, NA, NA, 1910, 2339, 0, 2.816e+007, 2.033e+005
1, 1, 8, 2, 0, NA, NA, 1910, 2339, 0, 3.016e+007, 2.907e+005
1, 1, 9, 2, 0, NA, NA, 1910, 2339, 0, 2.957e+007, 1.333e+005
1, 1, 10, 2, 0, NA, NA, 1910, 2339, 0, 2.657e+007, 1.377e+004
1, 1, 11, 2, 0, NA, NA, 1910, 2339, 0, 2.442e+007, 1.318e+005
1, 1, 12, 2, 0, NA, NA, 1910, 2339, 0, 2.126e+007, 0.000e+000
1, 1, 13, 2, 0, NA, NA, 1910, 2339, 0, 2.063e+007, 0.000e+000
1, 1, 14, 2, 0, NA, NA, 1910, 2339, 0, 2.087e+007, 2.700e+001
1, 1, 15, 2, 0, NA, NA, 1910, 2339, 0, 2.175e+007, 0.000e+000
1, 1, 16, 2, 0, NA, NA, 1910, 2339, 0, 2.298e+007, 0.000e+000
1, 1, 17, 2, 0, NA, NA, 1910, 2339, 0, 2.370e+007, 0.000e+000
1, 1, 18, 2, 0, NA, NA, 1910, 2339, 0, 2.385e+007, 0.000e+000
1, 1, 19, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 20, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 21, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 22, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 23, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 24, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 25, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 26, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 27, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 28, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 29, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 30, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 31, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 32, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 33, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 34, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 35, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 36, 2, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 1, 3, 0, NA, NA, 1910, 2339, 0, 6.953e+006, 2.480e+003
1, 1, 2, 3, 0, NA, NA, 1910, 2339, 0, 6.233e+006, 0.000e+000
1, 1, 3, 3, 0, NA, NA, 1910, 2339, 0, 0.000e+000, 0.000e+000
1, 1, 4, 3, 0, NA, NA, 1910, 2339, 0, 5.836e+006, 3.031e+004
1, 1, 5, 3, 0, NA, NA, 1910, 2339, 0, 6.096e+006, 7.196e+005
